5.2043 	WARNING 	Requested audio device 'Speakers (Lenovo USB Audio)' that is not available on this hardware. The 'audioDevice' preference should be one of ['Speakers (Realtek(R) Audio)']
12.4037 	DEBUG 	Fullscreen settings ignored as running in pilot mode.
12.4112 	INFO 	Loaded monitor calibration from ['2025_03_12 16:44']
13.0170 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001A1CFE80E20>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001A1CFE80E80>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=False, gamma=None, gammaErrorPolicy='raise', infoMsg=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x000001A1CFF37FA0>, multiSample=False, name='window1', numSamples=2, pos=[560.0, 240.0], screen=0, size=array([800, 600]), stencilBits=0, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
13.0171 	EXP 	window1: backgroundImage = ''
13.0171 	EXP 	window1: backgroundFit = 'none'
13.0391 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
13.0409 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
13.0426 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
13.0449 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
13.0471 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
13.0482 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
13.0499 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
13.0524 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
13.0532 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
13.0540 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
13.0557 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
13.0575 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
13.0591 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
13.0608 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
13.0623 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
13.0641 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
13.0660 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
13.0674 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
13.0685 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
13.0709 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
13.0719 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
13.0726 	DEBUG 	Uploading Texture Font fontname to graphics card
13.0752 	DEBUG 	Upload of Texture Font fontname complete
13.0897 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
13.0921 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
13.0943 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
13.0950 	DEBUG 	Uploading Texture Font fontname to graphics card
13.0958 	DEBUG 	Upload of Texture Font fontname complete
13.1003 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
13.1003 	EXP 	window1: recordFrameIntervals = False
13.3047 	EXP 	window1: recordFrameIntervals = True
13.4876 	EXP 	Screen (0) actual frame rate measured at 59.47Hz
13.4877 	EXP 	window1: recordFrameIntervals = False
13.5048 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
13.5065 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
13.5091 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
13.5124 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
13.5156 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
13.5188 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
13.5203 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
13.5230 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
13.5262 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
13.5300 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
13.5311 	DEBUG 	Uploading Texture Font fontname to graphics card
13.5330 	DEBUG 	Upload of Texture Font fontname complete
13.8264 	INFO 	keyboard.Keyboard is using ptb backend.
13.8267 	INFO 	keyboard.Keyboard is using ptb backend.
13.8268 	INFO 	keyboard.Keyboard is using ptb backend.
13.8269 	INFO 	keyboard.Keyboard is using ptb backend.
13.8269 	INFO 	keyboard.Keyboard is using ptb backend.
13.8270 	INFO 	keyboard.Keyboard is using ptb backend.
13.8271 	INFO 	keyboard.Keyboard is using ptb backend.
13.8272 	INFO 	keyboard.Keyboard is using ptb backend.
13.8272 	EXP 	scalar-implicatures: status = STARTED
14.0519 	EXP 	Created textWelcome = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.08, italic=False, languageStyle='LTR', name='textWelcome', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='norm', win=Window(...), wrapWidth=1.8)
14.0996 	EXP 	Created instructionsSI = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.08, italic=False, languageStyle='LTR', name='instructionsSI', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='norm', win=Window(...), wrapWidth=1.6)
14.1117 	EXP 	Created fix_rand = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='fix_rand', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='+', units='height', win=Window(...), wrapWidth=1)
14.1144 	EXP 	Created textSI = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='textSI', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1.6)
14.1159 	EXP 	Created textSI_RT = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='textSI_RT', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1.6)
